,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
147,143,Mauricio Cuevas,us USA,MF,LA Galaxy,22-072,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
148,144,Hugo Cuypers,be BEL,FW,Chicago Fire,28-075,1997,7.9,22,2.78,14,0,3,3,2,0,4,0.51,2,0,1,0,1,0,Matches
149,145,Bruno Damiani,uy URU,FW,Philadelphia Union,23-005,2002,4.6,19,4.16,15,0,0,3,1,0,2,0.44,1,0,0,1,0,0,Matches
150,146,Dagur Dan Þórhallsson,is ISL,"MF,DF",Orlando City,24-356,2000,4.3,9,2.11,8,0,0,0,1,0,1,0.23,0,0,0,0,1,0,Matches
151,147,Daniel,br BRA,GK,SJ Earthquakes,30-352,1994,7.2,3,0.42,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
152,148,Jesús Daniel Bueno,ve VEN,MF,Philadelphia Union,26-008,1999,0.2,2,10.00,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
153,149,Héctor David Martínez,py PAR,"FW,DF",Inter Miami,27-092,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
154,150,Juan David Mosquera,co COL,DF,Portland Timbers,22-230,2002,4.1,8,1.97,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
155,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
156,151,Bode Davis,us USA,DF,Real Salt Lake,23-060,2002,4.8,13,2.71,13,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
157,152,Jake Davis,us USA,"DF,MF",Sporting KC,23-110,2002,7.5,12,1.60,9,2,1,0,0,0,2,0.27,2,0,0,0,0,0,Matches
158,153,Pedro De la Vega,ar ARG,"FW,MF",Seattle Sounders,24-075,2001,2.4,12,4.91,7,0,2,3,0,0,2,0.82,1,0,0,1,0,0,Matches
159,154,Jonathan Dean,us USA,DF,Chicago Fire,27-343,1997,3.0,6,1.98,4,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
160,155,Marky Delgado,us USA,MF,LAFC,29-342,1995,6.5,20,3.08,16,1,0,2,0,1,3,0.46,3,0,0,0,0,0,Matches
161,156,Patrickson Delgado,ec ECU,"FW,MF",FC Dallas,21-188,2003,3.0,5,1.65,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
162,157,Kévin Denkey,tg TOG,FW,FC Cincinnati,24-144,2000,7.3,19,2.62,14,0,1,2,1,1,0,0.00,0,0,0,0,0,0,Matches
163,158,Mikkel Desler,dk DEN,DF,Austin,30-063,1995,2.6,6,2.27,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
164,159,Djibril Diani,fr FRA,"MF,DF",Charlotte,27-071,1998,1.7,4,2.35,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
165,160,Jefferson Díaz,co COL,DF,Minnesota Utd,24-139,2000,5.7,9,1.57,8,0,0,1,0,0,1,0.17,1,0,0,0,0,0,Matches
166,161,Luis Díaz,cr CRC,"FW,MF",NE Revolution,26-138,1998,1.0,5,4.79,2,0,0,1,2,0,1,0.96,0,0,0,1,0,0,Matches
167,162,Hamady Diop,sn SEN,DF,San Diego FC,22-321,2002,1.8,7,3.89,6,0,0,1,0,0,1,0.56,1,0,0,0,0,0,Matches
168,163,Innocent Dje,ci CIV,MF,Chicago Fire,21-353,2003,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
169,164,Derek Dodson,us USA,DF,D.C. United,26-171,1998,1.7,6,3.51,4,0,2,0,0,0,1,0.58,1,0,0,0,0,0,Matches
170,165,Maxime Dominguez,ch SUI,MF,Toronto FC,29-081,1996,0.7,1,1.45,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
171,166,Ronald Donkor,ml MLI,MF,NY Red Bulls,20-154,2004,0.8,1,1.32,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
172,167,Christopher Donovan,us USA,"FW,MF",Philadelphia Union,24-258,2000,0.8,4,5.29,2,0,0,0,2,0,1,1.32,1,0,0,0,0,0,Matches
173,168,Griffin Dorsey,us USA,DF,Houston Dynamo,26-049,1999,8.9,14,1.57,13,0,1,0,0,0,2,0.22,2,0,0,0,0,0,Matches
174,169,C.J. dos Santos,us USA,GK,San Diego FC,24-242,2000,9.0,1,0.11,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
175,170,Hassani Dotson,us USA,MF,Minnesota Utd,27-260,1997,4.1,8,1.94,7,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
176,171,Souleyman Doumbia,ci CIV,DF,Charlotte,28-211,1996,3.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
177,172,Anders Dreyer,dk DEN,FW,San Diego FC,26-356,1998,8.6,42,4.87,25,9,3,3,2,0,4,0.46,3,1,0,0,0,0,Matches
178,173,Nicolás Dubersarsky,ar ARG,MF,Austin,20-123,2004,0.6,2,3.53,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
179,174,Erik Duenas,us USA,"MF,FW",Houston Dynamo,20-187,2004,0.8,3,3.75,3,0,0,0,0,0,1,1.25,1,0,0,0,0,0,Matches
180,175,Morris Duggan,de GER,DF,Minnesota Utd,24-181,2000,6.3,6,0.96,6,0,0,0,0,0,1,0.16,1,0,0,0,0,0,Matches
181,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
182,176,Bryce Duke,us USA,"MF,FW",CF Montréal,24-054,2001,4.7,18,3.82,10,2,1,3,2,0,0,0.00,0,0,0,0,0,0,Matches
183,177,Chris Durkin,us USA,"MF,FW",St. Louis,25-074,2000,3.8,3,0.80,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
184,178,Jeremy Ebobisse,us USA,FW,LAFC,28-068,1997,2.6,4,1.57,2,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
185,179,Daniel Edelman,us USA,MF,NY Red Bulls,21-360,2003,6.9,10,1.45,8,0,0,0,2,0,1,0.14,1,0,0,0,0,0,Matches
186,180,Earl Edwards Jr.,us USA,GK,SJ Earthquakes,33-089,1992,1.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
187,181,Matthew Edwards,us USA,DF,Atlanta Utd,22-065,2003,4.6,12,2.61,12,0,0,0,0,0,1,0.22,1,0,0,0,0,0,Matches
188,182,Michael Edwards,us USA,DF,Colorado Rapids,24-147,2000,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
189,183,Raheem Edwards,ca CAN,DF,NY Red Bulls,29-282,1995,3.7,8,2.14,6,1,0,0,1,0,2,0.54,1,0,0,0,1,0,Matches
190,184,Noah Eile,se SWE,DF,NY Red Bulls,22-278,2002,8.5,12,1.41,12,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches
191,185,Jack Elliott,eng ENG,DF,Chicago Fire,29-241,1995,8.0,5,0.62,3,0,0,2,0,0,2,0.25,0,0,0,2,0,0,Matches
192,186,Emeka Eneli,us USA,MF,Real Salt Lake,25-187,1999,7.5,22,2.93,15,1,3,1,2,0,1,0.13,1,0,0,0,0,0,Matches
193,187,Lukas Engel,dk DEN,DF,FC Cincinnati,26-130,1998,8.3,17,2.04,15,0,1,1,0,0,2,0.24,2,0,0,0,0,0,Matches
194,188,Boris Enow,cm CMR,MF,D.C. United,25-024,2000,4.3,11,2.53,9,0,1,0,0,1,1,0.23,0,0,0,0,0,1,Matches
195,189,Ramiro Enrique,ar ARG,"FW,MF",Orlando City,23-354,2001,2.2,2,0.91,2,0,0,0,0,0,1,0.46,1,0,0,0,0,0,Matches
196,190,Franco Escobar,ar ARG,DF,Houston Dynamo,30-061,1995,6.9,8,1.17,5,2,0,0,1,0,1,0.15,1,0,0,0,0,0,Matches
197,191,Cristian Espinoza,ar ARG,"DF,FW",SJ Earthquakes,30-020,1995,9.0,68,7.56,46,18,2,1,1,0,9,1.00,5,3,0,0,1,0,Matches
198,192,Derrick Etienne,ht HAI,FW,Toronto FC,28-149,1996,3.1,3,0.97,3,0,0,0,0,0,1,0.32,1,0,0,0,0,0,Matches
199,193,Evander,br BRA,"MF,FW",FC Cincinnati,26-318,1998,6.0,32,5.33,19,4,3,1,5,0,4,0.67,1,0,1,0,2,0,Matches
200,194,Diego Fagúndez,uy URU,"FW,MF",LA Galaxy,30-068,1995,8.3,31,3.75,21,8,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
201,195,Maximiliano Falcón,uy URU,DF,Inter Miami,27-357,1997,3.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
202,196,Marco Farfan,us USA,DF,FC Dallas,26-162,1998,5.2,7,1.35,5,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
203,197,Logan Farrington,us USA,FW,FC Dallas,23-130,2001,4.1,7,1.72,6,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
204,198,Mohamed Farsi,dz ALG,"DF,MF",Columbus Crew,25-128,1999,6.9,19,2.75,17,1,0,1,0,0,2,0.29,2,0,0,0,0,0,Matches
205,199,Ilay Feingold,il ISR,"DF,FW",NE Revolution,20-243,2004,7.1,8,1.12,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
206,200,Joaquín Fernández,es ESP,DF,Sporting KC,28-327,1996,6.2,3,0.49,3,0,0,0,0,0,2,0.32,2,0,0,0,0,0,Matches
207,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
208,201,Julián Fernández,ar ARG,"FW,MF",NYCFC,21-110,2004,4.4,13,2.96,12,0,0,1,0,0,2,0.46,2,0,0,0,0,0,Matches
209,202,Omir Fernandez,us USA,"MF,FW",Colorado Rapids,26-074,1999,2.0,13,6.43,11,0,1,1,0,0,2,0.99,2,0,0,0,0,0,Matches
210,203,Jesús Ferreira,us USA,"FW,MF",Seattle Sounders,24-120,2000,6.5,20,3.07,18,0,0,2,0,0,3,0.46,2,0,0,1,0,0,Matches
211,204,Nicolas Fleuriau,ca CAN,"DF,FW",Vancouver W'caps,22-337,2002,0.1,3,33.75,0,0,1,0,1,1,0,0.00,0,0,0,0,0,0,Matches
212,205,Deybi Flores,hn HON,MF,Toronto FC,28-311,1996,6.0,6,1.00,6,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
213,206,Gilberto Flores,py PAR,DF,FC Cincinnati,22-022,2003,6.4,6,0.94,4,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
214,207,Max Floriani,us USA,DF,SJ Earthquakes,22-076,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
215,208,CJ Fodrey,us USA,"MF,FW",Austin,21-072,2004,0.3,4,13.33,3,0,1,0,0,0,1,3.33,1,0,0,0,0,0,Matches
216,209,Mamadou Fofana,ml MLI,DF,NE Revolution,27-092,1998,7.9,3,0.38,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
217,210,Emil Forsberg,se SWE,"MF,FW",NY Red Bulls,33-182,1991,8.9,33,3.70,21,8,0,1,3,0,4,0.45,3,0,0,1,0,0,Matches
218,211,Ajani Fortune,tt TRI,MF,Atlanta Utd,22-114,2002,2.9,12,4.19,9,1,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
219,212,Jimer Fory,co COL,"DF,MF",Portland Timbers,22-334,2002,7.6,8,1.05,6,2,0,0,0,0,2,0.26,1,1,0,0,0,0,Matches
220,213,Kobe Franklin,ca CAN,DF,Toronto FC,21-348,2003,0.4,1,2.81,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
221,214,Ian Fray,us USA,DF,Inter Miami,22-235,2002,3.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
222,215,Wayne Frederick,tt TRI,MF,Colorado Rapids,20-314,2004,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
223,216,Alexander Freeman,us USA,DF,Orlando City,20-257,2004,8.4,25,2.98,22,0,1,2,0,0,1,0.12,1,0,0,0,0,0,Matches
224,217,Matt Freese,us USA,GK,NYCFC,26-233,1998,9.0,2,0.22,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
225,218,Stefan Frei,ch SUI,GK,Seattle Sounders,39-003,1986,8.0,1,0.12,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
226,219,Julian Gaines,us USA,FW,Nashville SC,22-169,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
227,220,Jon Gallagher,ie IRL,DF,Austin,29-059,1996,6.7,10,1.50,9,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
228,221,Pedro Gallese,pe PER,GK,Orlando City,35-059,1990,8.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
229,222,Ignatius Ganago,cm CMR,"FW,MF",NE Revolution,26-066,1999,7.8,11,1.42,9,0,0,0,1,1,2,0.26,1,0,0,0,1,0,Matches
230,223,Carlos Garcés,co COL,DF,LA Galaxy,23-194,2001,5.6,4,0.71,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
231,224,Manu García,es ESP,MF,Sporting KC,27-111,1998,8.5,37,4.37,21,4,4,2,4,2,8,0.94,4,0,0,2,1,1,Matches
232,225,Ryan Gauld,sct SCO,FW,Vancouver W'caps,29-128,1995,2.2,10,4.55,6,3,0,1,0,0,1,0.45,1,0,0,0,0,0,Matches
233,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
234,226,Dániel Gazdag,hu HUN,"MF,FW",Philadelphia Union,29-052,1996,5.5,22,4.01,19,0,0,0,2,1,3,0.55,3,0,0,0,0,0,Matches
235,227,Dániel Gazdag,hu HUN,"FW,MF",Columbus Crew,29-052,1996,1.5,5,3.33,5,0,0,0,0,0,1,0.67,1,0,0,0,0,0,Matches
236,228,Owen Géne,fr FRA,"MF,FW",Minnesota Utd,22-035,2003,1.1,1,0.88,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
237,229,Joran Gerbet,fr FRA,MF,Orlando City,23-297,2001,4.3,6,1.38,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
238,230,Carles Gil,es ESP,"MF,FW",NE Revolution,32-152,1992,8.0,42,5.25,24,10,3,1,4,0,3,0.37,1,0,0,0,2,0,Matches
239,231,Blake Gillingham,us USA,GK,Houston Dynamo,22-194,2002,3.3,1,0.31,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
240,232,Olivier Giroud,fr FRA,FW,LAFC,38-205,1986,3.9,8,2.07,5,0,0,1,2,0,3,0.78,1,0,0,1,1,0,Matches
241,233,Dennis Gjengaar,no NOR,"DF,MF",NY Red Bulls,21-058,2004,2.8,3,1.07,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
242,234,Justen Glad,us USA,DF,Real Salt Lake,28-054,1997,9.0,10,1.11,8,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
243,235,Omari Glasgow,gy GUY,"DF,FW",Chicago Fire,21-152,2003,4.0,8,2.01,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
244,236,Ian Glavinovich,ar ARG,DF,Philadelphia Union,23-178,2001,2.9,1,0.35,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
245,237,Jakob Glesnes,no NOR,DF,Philadelphia Union,31-029,1994,9.0,6,0.67,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
246,238,Aníbal Godoy,pa PAN,MF,San Diego FC,35-072,1990,6.2,12,1.93,11,0,0,0,1,0,3,0.48,2,0,0,0,1,0,Matches
247,239,Yeimar Gómez Andrade,co COL,DF,Seattle Sounders,32-297,1992,8.0,2,0.25,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
248,240,Nicksoen Gomis,fr FRA,DF,Toronto FC,23-039,2002,4.6,2,0.43,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
249,241,Diogo Gonçalves,pt POR,"FW,MF",Real Salt Lake,28-076,1997,7.3,27,3.68,17,4,1,4,1,0,4,0.54,3,0,0,1,0,0,Matches
250,242,Omar Gonzalez,us USA,"DF,MF",Chicago Fire,36-194,1988,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
251,243,Zavier Gozo,us USA,"FW,DF",Real Salt Lake,18-032,2007,0.9,4,4.56,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
252,244,Tayvon Gray,jm JAM,DF,NYCFC,22-247,2002,0.4,2,5.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
253,245,Yuri Guboglo,ht HAI,"DF,MF",CF Montréal,18-034,2007,4.5,7,1.55,6,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
254,246,Colin Guske,us USA,MF,Orlando City,18-084,2007,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
255,247,Brian Gutiérrez,us USA,MF,Chicago Fire,21-310,2003,4.7,22,4.66,15,0,2,3,0,2,2,0.42,1,0,0,1,0,0,Matches
256,248,Andrew Gutman,us USA,DF,Chicago Fire,28-203,1996,8.4,19,2.26,16,1,0,1,1,0,4,0.47,3,0,0,0,1,0,Matches
257,249,Brad Guzan,us USA,GK,Atlanta Utd,40-226,1984,9.0,2,0.22,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
258,250,Justin Haak,us USA,"DF,MF",NYCFC,23-223,2001,8.7,5,0.57,5,0,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
259,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
260,251,Taha Habroune,us USA,MF,Columbus Crew,19-077,2006,0.4,1,2.65,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
261,252,Alexander Hack,de GER,DF,NY Red Bulls,31-227,1993,5.4,9,1.68,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
262,253,Teenage Hadebe,zw ZIM,DF,FC Cincinnati,29-218,1995,3.3,1,0.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
263,254,Nick Hagglund,us USA,DF,FC Cincinnati,32-221,1992,4.0,3,0.75,3,0,0,0,0,0,1,0.25,1,0,0,0,0,0,Matches
264,255,Maren Haile-Selassie,ch SUI,"FW,MF",Chicago Fire,26-041,1999,1.3,5,3.85,5,0,0,0,0,0,1,0.77,1,0,0,0,0,0,Matches
265,256,Belal Halbouni,sy SYR,DF,Vancouver W'caps,25-115,1999,0.1,1,18.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
266,257,Julian Hall,us USA,"FW,MF",NY Red Bulls,17-030,2008,1.6,3,1.85,1,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
267,258,Bret Halsey,us USA,DF,FC Cincinnati,24-326,2000,0.4,1,2.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
268,259,Ian Harkes,us USA,MF,SJ Earthquakes,30-024,1995,7.6,22,2.91,21,0,0,1,0,0,3,0.40,3,0,0,0,0,0,Matches
269,260,Cameron Harper,us USA,"DF,FW",NY Red Bulls,23-155,2001,2.6,6,2.27,3,0,2,0,1,0,0,0.00,0,0,0,0,0,0,Matches
270,261,Nathan Harriel,us USA,"DF,MF",Philadelphia Union,24-000,2001,5.3,6,1.13,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
271,262,Alex Harris,us USA,MF,Colorado Rapids,20-066,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
272,263,Calvin Harris,eng ENG,"FW,MF",Colorado Rapids,25-034,2000,1.6,3,1.89,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
273,264,Marcel Hartel,de GER,"MF,FW",St. Louis,29-094,1996,8.9,37,4.16,21,11,0,4,1,0,1,0.11,1,0,0,0,0,0,Matches
274,265,Carlos Harvey,pa PAN,DF,Minnesota Utd,25-079,2000,3.8,3,0.79,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
275,266,Thomas Hasal,ca CAN,GK,LAFC,25-288,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
276,267,Kobi Henry,us USA,"DF,FW",Real Salt Lake,20-362,2004,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
277,268,Fabian Herbers,de GER,"MF,FW",CF Montréal,31-249,1993,2.2,6,2.67,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
278,269,Ronald Hernández,ve VEN,"DF,FW",Atlanta Utd,27-214,1997,1.5,3,2.00,3,0,0,0,0,0,1,0.67,1,0,0,0,0,0,Matches
279,270,Aaron Herrera,gt GUA,"DF,MF",D.C. United,27-321,1997,7.7,23,2.97,14,8,0,1,0,0,2,0.26,2,0,0,0,0,0,Matches
280,271,Marcelo Herrera,ar ARG,DF,Columbus Crew,26-171,1998,3.4,10,2.96,8,0,2,0,0,0,1,0.30,1,0,0,0,0,0,Matches
281,272,Kyle Hiebert,ca CAN,DF,St. Louis,27-267,1997,8.7,7,0.80,6,1,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
282,273,Brendan Hines-Ike,us USA,DF,Austin,30-144,1994,9.0,2,0.22,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
283,274,Bongokuhle Hlongwane,za RSA,DF,Minnesota Utd,24-307,2000,8.5,28,3.28,22,0,3,1,2,0,4,0.47,3,0,0,0,1,0,Matches
284,275,Ryan Hollingshead,us USA,"DF,MF",LAFC,34-007,1991,6.0,17,2.83,13,0,0,1,1,2,1,0.17,0,0,0,1,0,0,Matches
285,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
286,276,Jannes Horn,de GER,DF,St. Louis,28-076,1997,5.4,7,1.29,5,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
287,277,Keegan Hughes,us USA,FW,NE Revolution,24-275,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
288,278,Sebastien Ibeagha,us USA,DF,FC Dallas,33-092,1992,8.5,2,0.24,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
289,279,Aliyu Ibrahim,ng NGA,"MF,FW",Houston Dynamo,23-097,2002,2.0,3,1.53,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
290,280,Sunusi Ibrahim,ng NGA,"FW,DF",CF Montréal,22-204,2002,0.6,2,3.40,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
291,281,Igor,br BRA,MF,LAFC,22-047,2003,6.7,7,1.04,7,0,0,0,0,0,1,0.15,1,0,0,0,0,0,Matches
292,282,Mitja Ilenič,si SVN,DF,NYCFC,20-118,2004,8.2,13,1.58,10,0,0,2,1,0,1,0.12,1,0,0,0,0,0,Matches
293,283,Milan Iloski,us USA,"MF,FW",San Diego FC,25-268,1999,0.5,3,6.00,3,0,0,0,0,0,1,2.00,1,0,0,0,0,0,Matches
294,284,Bjørn Inge Utvik,no NOR,DF,Vancouver W'caps,29-054,1996,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
295,285,Marcus Ingvartsen,dk DEN,FW,San Diego FC,29-109,1996,3.5,7,2.00,5,0,0,0,2,0,1,0.29,1,0,0,0,0,0,Matches
296,286,Lorenzo Insigne,it ITA,"MF,FW",Toronto FC,33-323,1991,4.5,13,2.88,8,2,0,2,1,0,2,0.44,2,0,0,0,0,0,Matches
297,287,Aljaž Ivačič,si SVN,GK,NE Revolution,31-115,1993,8.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
298,288,Ousman jabang,us USA,DF,CF Montréal,24-025,2001,1.0,1,1.02,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
299,289,Aziel Jackson,us USA,"MF,FW",Columbus Crew,23-181,2001,3.4,10,2.98,7,0,1,0,2,0,0,0.00,0,0,0,0,0,0,Matches
300,290,Robin Jansson,se SWE,DF,Orlando City,33-159,1991,7.0,3,0.43,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
301,291,Danley Jean-Jacques,ht HAI,MF,Philadelphia Union,24-338,2000,7.4,17,2.31,14,0,0,1,1,1,2,0.27,2,0,0,0,0,0,Matches
302,292,Julio Joao Ortíz,ec ECU,MF,Portland Timbers,28-357,1996,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
303,293,Sean Johnson,us USA,GK,Toronto FC,35-327,1989,9.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
304,294,Tate Johnson,us USA,DF,Vancouver W'caps,19-287,2005,5.1,10,1.95,9,0,0,0,0,1,1,0.19,1,0,0,0,0,0,Matches
305,295,DeJuan Jones,us USA,DF,Columbus Crew,27-303,1997,2.7,8,2.94,7,0,1,0,0,0,2,0.73,2,0,0,0,0,0,Matches
306,296,Derrick Jones,us USA,MF,Columbus Crew,28-051,1997,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
307,297,Kim Joonhong,kr KOR,GK,D.C. United,21-324,2003,7.0,2,0.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
308,298,Dejan Joveljić,rs SRB,FW,Sporting KC,25-259,1999,8.1,16,1.98,13,0,1,1,1,0,1,0.12,1,0,0,0,0,0,Matches
309,299,Mykhi Joyner,us USA,"FW,DF",St. Louis,18-236,2006,0.2,1,4.09,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
310,300,Preston Judd,us USA,"FW,MF",SJ Earthquakes,25-330,1999,2.0,5,2.46,3,0,0,1,1,0,1,0.49,0,0,0,0,1,0,Matches
311,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
312,301,Anderson Julio,ec ECU,FW,FC Dallas,28-327,1996,5.0,7,1.40,5,0,2,0,0,0,2,0.40,1,0,1,0,0,0,Matches
313,302,Sam Junqua,us USA,DF,Real Salt Lake,28-165,1996,4.0,9,2.24,6,1,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
