,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
314,303,Mathias Jørgensen,dk DEN,DF,LA Galaxy,35-000,1990,5.5,4,0.73,3,0,0,1,0,0,2,0.37,1,0,0,1,0,0,Matches
315,304,Kristijan Kahlina,hr CRO,GK,Charlotte,32-273,1992,9.0,2,0.22,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
316,305,Kaick,br BRA,MF,FC Dallas,19-145,2005,2.2,6,2.76,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
317,306,Bernard Kamungo,us USA,FW,FC Dallas,23-112,2002,1.8,3,1.64,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
318,307,Alexandros Katranis,gr GRE,DF,Real Salt Lake,26-354,1998,5.2,26,5.03,15,8,2,1,0,0,2,0.39,2,0,0,0,0,0,Matches
319,308,Mark-Anthony Kaye,ca CAN,MF,SJ Earthquakes,30-142,1994,3.0,16,5.35,15,0,0,0,0,1,2,0.67,2,0,0,0,0,0,Matches
320,309,Kim Kee-hee,kr KOR,DF,Seattle Sounders,35-284,1989,1.5,1,0.67,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
321,310,Kevin Kelsy,ve VEN,FW,Portland Timbers,20-270,2004,3.9,4,1.03,2,0,0,1,1,0,1,0.26,0,0,0,1,0,0,Matches
322,311,Ryan Kent,eng ENG,DF,Seattle Sounders,28-163,1996,0.1,1,12.86,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
323,312,Deandre Kerr,ca CAN,FW,Toronto FC,22-155,2002,2.5,4,1.61,1,0,1,0,2,0,0,0.00,0,0,0,0,0,0,Matches
324,313,Henry Kessler,us USA,DF,St. Louis,26-302,1998,8.0,4,0.50,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
325,314,Hosei Kijima,jp JPN,"MF,FW",D.C. United,22-296,2002,7.3,20,2.72,18,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
326,315,Klauss,br BRA,FW,St. Louis,28-053,1997,5.5,10,1.82,6,0,0,3,1,0,1,0.18,0,0,0,1,0,0,Matches
327,316,Mateusz Klich,pl POL,MF,Atlanta Utd,34-314,1990,2.6,4,1.51,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
328,317,Žan Kolmanič,si SVN,"DF,MF",Austin,25-051,2000,1.7,4,2.40,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
329,318,Rominigue Kouamé,ml MLI,"MF,FW",Chicago Fire,28-127,1996,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
330,319,Sebastian Kowalczyk,pl POL,"FW,MF",Houston Dynamo,26-244,1998,8.4,22,2.62,15,2,0,1,4,0,3,0.36,2,0,0,0,1,0,Matches
331,320,Damir Kreilach,hr CRO,FW,Vancouver W'caps,36-007,1989,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
332,321,Theodore Ku-Dipietro,us USA,FW,Colorado Rapids,23-085,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
333,322,Yuya Kubo,jp JPN,"MF,FW",FC Cincinnati,31-120,1993,4.1,9,2.19,8,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
334,323,Willy Kumado,gh GHA,DF,San Diego FC,22-189,2002,3.2,4,1.25,3,0,1,0,0,0,1,0.31,0,0,1,0,0,0,Matches
335,324,Luca de la Torre,us USA,MF,San Diego FC,26-335,1998,7.3,19,2.60,12,6,0,1,0,0,2,0.27,0,2,0,0,0,0,Matches
336,325,Mathías Laborda,uy URU,DF,Vancouver W'caps,25-220,1999,5.9,9,1.53,8,0,0,1,0,0,1,0.17,1,0,0,0,0,0,Matches
337,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
338,326,Luca Langoni,ar ARG,"FW,MF",NE Revolution,23-073,2002,4.4,8,1.82,6,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
339,327,Oliver Larraz,us USA,"MF,FW",Colorado Rapids,23-219,2001,7.8,16,2.05,14,0,2,0,0,0,3,0.38,3,0,0,0,0,0,Matches
340,328,Richie Laryea,ca CAN,DF,Toronto FC,30-106,1995,1.2,2,1.62,1,0,0,0,1,0,1,0.81,0,0,0,0,1,0,Matches
341,329,Ariel Lassiter,cr CRC,"FW,MF",Portland Timbers,30-208,1994,2.0,4,2.03,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
342,330,Emmanuel Latte Lath,ci CIV,FW,Atlanta Utd,26-112,1999,8.5,16,1.88,10,0,0,4,2,0,3,0.35,1,0,0,0,2,0,Matches
343,331,Randall Leal,cr CRC,MF,D.C. United,28-099,1997,0.5,1,2.09,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
344,332,Tim Leibold,de GER,DF,Sporting KC,31-144,1993,1.3,3,2.39,2,0,0,1,0,0,1,0.80,1,0,0,0,0,0,Matches
345,333,Brooks Lennon,us USA,DF,Atlanta Utd,27-213,1997,5.9,15,2.54,12,3,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
346,334,Tucker Lepley,us USA,MF,LA Galaxy,23-096,2002,3.8,10,2.67,9,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
347,335,Beau Leroux,us USA,MF,SJ Earthquakes,21-235,2003,6.9,26,3.76,21,0,0,1,2,2,5,0.72,2,0,0,1,1,1,Matches
348,336,Danny Leyva,us USA,"MF,FW",Seattle Sounders,21-353,2003,2.9,13,4.53,5,4,1,1,2,0,0,0.00,0,0,0,0,0,0,Matches
349,337,Nick Lima,us USA,DF,SJ Earthquakes,30-157,1994,1.9,11,5.66,8,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
350,338,Ondřej Lingr,cz CZE,FW,Houston Dynamo,26-198,1998,0.2,1,5.63,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
351,339,Sebastian Lletget,us USA,MF,FC Dallas,32-232,1992,6.2,14,2.27,12,0,0,2,0,0,1,0.16,1,0,0,0,0,0,Matches
352,340,Hugo Lloris,fr FRA,GK,LAFC,38-118,1986,8.0,2,0.25,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
353,341,Saba Lobzhanidze,ge GEO,FW,Atlanta Utd,30-126,1994,7.1,22,3.11,14,5,2,1,0,0,3,0.42,2,1,0,0,0,0,Matches
354,342,Robin Lod,fi FIN,"MF,FW",Minnesota Utd,32-006,1993,6.7,21,3.13,17,0,2,1,1,0,2,0.30,2,0,0,0,0,0,Matches
355,343,Nicolás Lodeiro,uy URU,"FW,MF",Houston Dynamo,36-033,1989,4.1,12,2.95,8,0,0,0,4,0,1,0.25,0,0,0,0,1,0,Matches
356,344,Jasper Löffelsend,de GER,DF,San Diego FC,27-225,1997,6.2,14,2.27,12,0,0,1,1,0,1,0.16,1,0,0,0,0,0,Matches
357,345,Aaron Long,us USA,DF,LAFC,32-193,1992,6.5,4,0.62,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
358,346,Kevin Long,ie IRL,DF,Toronto FC,34-248,1990,6.5,2,0.31,2,0,0,0,0,0,1,0.15,1,0,0,0,0,0,Matches
359,347,Matthew Longstaff,eng ENG,"MF,DF",Toronto FC,25-033,2000,3.2,3,0.93,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
360,348,Hernán López Muñoz,ar ARG,MF,SJ Earthquakes,24-228,2000,1.3,3,2.29,3,0,0,0,0,0,1,0.76,1,0,0,0,0,0,Matches
361,349,Victor Loturi,ca CAN,MF,CF Montréal,23-337,2001,5.6,11,1.96,11,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
362,350,Daniel Lovitz,us USA,DF,Nashville SC,33-239,1991,9.0,16,1.78,13,2,0,1,0,0,4,0.45,3,1,0,0,0,0,Matches
363,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
364,351,Eduard Löwen,de GER,MF,St. Louis,28-085,1997,3.8,12,3.14,10,2,0,0,0,0,1,0.26,1,0,0,0,0,0,Matches
365,352,Hirving Lozano,mx MEX,FW,San Diego FC,29-267,1995,4.2,19,4.56,11,2,4,0,2,0,4,0.96,4,0,0,0,0,0,Matches
366,353,Gonzalo Luján,ar ARG,DF,Inter Miami,23-361,2001,6.4,2,0.31,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
367,354,Jovan Lukić,rs SRB,MF,Philadelphia Union,23-093,2002,8.1,22,2.72,19,0,0,3,0,0,0,0.00,0,0,0,0,0,0,Matches
368,355,Diego Luna,us USA,"MF,FW",Real Salt Lake,21-228,2003,7.3,30,4.11,25,1,0,1,2,1,2,0.27,2,0,0,0,0,0,Matches
369,356,Benjamin Lundt,de GER,GK,St. Louis,29-211,1995,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
370,357,Liam MacKenzie,ca CAN,FW,Vancouver W'caps,18-039,2007,0.7,1,1.45,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
371,358,Lukas MacNaughton,ca CAN,DF,D.C. United,30-046,1995,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
372,359,Jack Maher,us USA,DF,Nashville SC,25-177,1999,9.0,1,0.11,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
373,360,Olwethu Makhanya,za RSA,DF,Philadelphia Union,20-358,2004,5.3,3,0.57,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
374,361,Adilson Malanda,fr FRA,DF,Charlotte,23-176,2001,9.0,4,0.44,4,0,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
375,362,AJ Marcucci,us USA,GK,NY Red Bulls,25-266,1999,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
376,363,Dominik Marczuk,pl POL,FW,Real Salt Lake,21-173,2003,5.3,9,1.69,7,0,0,2,0,0,2,0.38,1,0,0,1,0,0,Matches
377,364,Anthony Markanich,ph PHI,DF,Minnesota Utd,25-118,1999,4.4,7,1.59,6,0,0,1,0,0,1,0.23,0,0,0,1,0,0,Matches
378,365,Idan Markovich,il ISR,FW,Charlotte,20-257,2004,2.2,10,4.66,7,0,1,1,0,1,2,0.93,1,0,1,0,0,0,Matches
379,366,Marlon,br BRA,DF,LAFC,29-228,1995,3.8,2,0.53,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
380,367,Jahkeele Marshall-Rutty,ca CAN,"MF,DF",CF Montréal,20-311,2004,2.6,1,0.39,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
381,368,Alonso Martínez,cr CRC,FW,NYCFC,26-190,1998,7.8,19,2.44,9,0,3,4,3,0,6,0.77,0,0,1,3,2,0,Matches
382,369,David Martínez,ve VEN,FW,LAFC,19-075,2006,4.4,11,2.49,4,1,4,1,0,1,3,0.68,1,0,1,0,0,1,Matches
383,370,Josef Martínez,ve VEN,FW,SJ Earthquakes,31-339,1993,6.6,17,2.57,12,0,0,4,1,0,3,0.45,2,0,0,0,1,0,Matches
384,371,Thiago Martins,br BRA,DF,NYCFC,30-037,1995,7.2,2,0.28,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
385,372,Jimmy Maurer,us USA,GK,Houston Dynamo,36-191,1988,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
386,373,Eric Maxim Choupo-Moting,cm CMR,FW,NY Red Bulls,36-031,1989,9.0,28,3.12,18,1,3,3,3,0,4,0.45,2,0,0,1,1,0,Matches
387,374,Andreas Maxsø,dk DEN,DF,Colorado Rapids,31-036,1994,7.0,2,0.29,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
388,375,Olivier Mbaizo,cm CMR,DF,Philadelphia Union,27-251,1997,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
389,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
390,376,Kenji Mboma Dem,fr FRA,DF,FC Cincinnati,23-091,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
391,377,John McCarthy,us USA,GK,LA Galaxy,32-293,1992,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
392,378,Jack McGlynn,us USA,"MF,FW",Houston Dynamo,21-290,2003,7.8,38,4.85,22,13,3,0,0,0,4,0.51,2,2,0,0,0,0,Matches
393,379,Zac McGraw,ca CAN,DF,Portland Timbers,27-319,1997,2.7,2,0.74,1,0,1,0,0,0,1,0.37,1,0,0,0,0,0,Matches
394,380,Duncan McGuire,us USA,"FW,MF",Orlando City,24-077,2001,1.3,6,4.58,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
395,381,Paddy McNair,nir NIR,DF,San Diego FC,29-361,1995,7.6,10,1.32,9,0,0,1,0,0,1,0.13,0,0,0,1,0,0,Matches
396,382,Christopher McVey,se SWE,DF,San Diego FC,28-011,1997,9.0,6,0.67,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
397,383,Loïc Mesanvi,tg TOG,DF,Minnesota Utd,21-199,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
398,384,Lionel Messi,ar ARG,"FW,MF",Inter Miami,37-303,1987,5.4,37,6.85,18,2,6,4,5,2,3,0.56,2,0,1,0,0,0,Matches
399,385,Wyatt Meyer,us USA,MF,Nashville SC,24-102,2001,1.6,1,0.61,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
400,386,Matt Miazga,us USA,DF,FC Cincinnati,29-278,1995,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
401,387,Novak Mićović,rs SRB,GK,LA Galaxy,23-180,2001,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
402,388,Alex Mighten,eng ENG,"FW,MF",San Diego FC,23-012,2002,2.3,6,2.63,3,0,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
403,389,Djordje Mihailovic,us USA,"FW,MF",Colorado Rapids,26-164,1998,8.8,43,4.87,28,9,1,1,4,0,6,0.68,6,0,0,0,0,0,Matches
404,390,Eric Miller,us USA,"DF,MF",Portland Timbers,32-098,1993,3.1,4,1.29,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
405,391,Harbor Miller,us USA,DF,LA Galaxy,17-306,2007,2.7,6,2.21,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
406,392,Jansen Miller,us USA,DF,Sporting KC,23-072,2002,5.5,4,0.73,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
407,393,Kamal Miller,ca CAN,DF,Portland Timbers,27-342,1997,6.1,2,0.33,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
408,394,Peyton Miller,us USA,"DF,FW",NE Revolution,17-343,2007,3.2,6,1.87,4,0,0,1,1,0,1,0.31,1,0,0,0,0,0,Matches
409,395,Georgi Minoungou,ci CIV,"FW,MF",Seattle Sounders,22-272,2002,3.7,20,5.47,12,0,6,1,1,0,3,0.82,2,0,1,0,0,0,Matches
410,396,Aleksei Miranchuk,ru RUS,"MF,FW",Atlanta Utd,29-188,1995,8.1,34,4.21,24,6,1,2,1,0,1,0.12,1,0,0,0,0,0,Matches
411,397,Zane Monlouis,eng ENG,DF,Toronto FC,21-189,2003,3.2,1,0.31,1,0,0,0,0,0,1,0.31,1,0,0,0,0,0,Matches
412,398,Shaq Moore,us USA,DF,FC Dallas,28-172,1996,9.0,12,1.34,8,1,0,2,0,1,2,0.22,1,0,0,1,0,0,Matches
413,399,Felipe Mora,cl CHI,FW,Portland Timbers,31-264,1993,5.5,11,2.00,9,0,0,1,1,0,2,0.36,1,0,0,0,1,0,Matches
414,400,Alfredo Morales,us USA,MF,St. Louis,34-346,1990,4.9,11,2.23,11,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
415,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
416,401,Santi Morales,us USA,"MF,FW",Inter Miami,18-073,2007,0.2,2,8.18,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
417,402,Maximiliano Moralez,ar ARG,MF,NYCFC,38-055,1987,8.3,39,4.69,28,6,0,3,2,0,2,0.24,0,1,0,1,0,0,Matches
418,403,Steven Moreira,cv CPV,DF,Columbus Crew,30-253,1994,5.2,11,2.11,9,0,0,1,0,1,2,0.38,2,0,0,0,0,0,Matches
419,404,Santiago Moreno,co COL,FW,Portland Timbers,25-002,2000,6.0,25,4.14,17,2,3,2,1,0,5,0.83,3,1,1,0,0,0,Matches
420,405,Lewis Morgan,sct SCO,"MF,FW",NY Red Bulls,28-205,1996,1.0,3,3.00,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
421,406,Jordan Morris,us USA,FW,Seattle Sounders,30-179,1994,2.7,7,2.58,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
422,407,Edwin Mosquera,co COL,FW,Atlanta Utd,23-300,2001,0.6,1,1.80,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
423,408,Cole Mrowka,us USA,MF,Columbus Crew,19-017,2006,0.3,1,3.60,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
424,409,Hany Mukhtar,de GER,"FW,MF",Nashville SC,30-033,1995,8.8,47,5.35,28,10,0,6,3,0,3,0.34,1,0,0,0,2,0,Matches
425,410,Daniel Munie,us USA,DF,SJ Earthquakes,25-072,2000,1.4,2,1.45,2,0,0,0,0,0,1,0.73,1,0,0,0,0,0,Matches
426,411,Luis Muriel,co COL,FW,Orlando City,34-007,1991,7.1,23,3.25,17,1,1,3,1,0,4,0.57,4,0,0,0,0,0,Matches
427,412,Ian Murphy,us USA,DF,Colorado Rapids,25-097,2000,4.8,5,1.05,4,1,0,0,0,0,1,0.21,1,0,0,0,0,0,Matches
428,413,Jacob Murrell,us USA,"FW,MF",D.C. United,21-025,2004,2.8,2,0.73,2,0,0,0,0,0,1,0.36,1,0,0,0,0,0,Matches
429,414,Petar Musa,hr CRO,FW,FC Dallas,27-050,1998,7.5,18,2.41,16,0,1,1,0,0,6,0.80,5,0,0,1,0,0,Matches
430,415,Daniel Musovski,us USA,FW,Seattle Sounders,29-144,1995,3.3,4,1.22,2,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
431,416,Alex Muyl,us USA,"MF,FW",Nashville SC,29-205,1995,7.7,17,2.22,12,0,1,3,0,1,0,0.00,0,0,0,0,0,0,Matches
432,417,Tristan Muyumba,,MF,Atlanta Utd,28-047,1997,4.7,13,2.79,10,0,0,2,0,1,1,0.21,1,0,0,0,0,0,Matches
433,418,Darlington Nagbe,us USA,MF,Columbus Crew,34-278,1990,7.7,8,1.04,6,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
434,419,Andy Najar,hn HON,DF,Nashville SC,32-038,1993,7.1,24,3.35,23,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
435,420,Matheus Nascimento,br BRA,FW,LA Galaxy,21-051,2004,1.0,3,3.10,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
436,421,Rafael Navarro,br BRA,FW,Colorado Rapids,25-009,2000,9.0,31,3.45,19,0,2,3,5,2,5,0.56,3,0,0,0,2,0,Matches
437,422,Logan Ndenbe,be BEL,DF,Sporting KC,25-073,2000,7.7,10,1.29,8,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
438,423,Jalen Neal,us USA,DF,CF Montréal,21-242,2003,0.1,1,15.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
439,424,Dylan Nealis,us USA,DF,NY Red Bulls,26-267,1998,6.7,13,1.93,8,0,1,0,4,0,1,0.15,0,0,0,0,1,0,Matches
440,425,Sean Nealis,us USA,DF,NY Red Bulls,28-100,1997,6.0,3,0.50,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
441,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
442,426,Franco Negri,ar ARG,DF,San Diego FC,30-062,1995,4.5,7,1.56,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
443,427,Jayden Nelson,ca CAN,FW,Vancouver W'caps,22-209,2002,3.0,17,5.67,8,0,5,1,3,0,6,2.00,5,0,1,0,0,0,Matches
444,428,John Nelson,us USA,DF,LA Galaxy,26-286,1998,4.5,6,1.33,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
445,429,Jean-Claude Ngando,cm CMR,"MF,FW",Vancouver W'caps,25-154,1999,4.7,21,4.49,16,1,1,2,0,1,2,0.43,1,0,0,0,0,1,Matches
446,430,Serge Ngoma,us USA,"FW,DF",NY Red Bulls,19-288,2005,2.8,3,1.06,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
447,431,Joakim Nilsson,se SWE,"DF,MF",St. Louis,31-076,1994,1.0,3,2.97,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
448,432,Nolan Norris,us USA,DF,FC Dallas,20-065,2005,3.6,3,0.83,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
449,433,Tsiki Ntsabeleng,za RSA,MF,FC Dallas,27-073,1998,1.9,3,1.56,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
450,434,Obinna Nwobodo,ng NGA,MF,FC Cincinnati,28-145,1996,4.6,7,1.52,5,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
451,435,Kevin O'Toole,us USA,DF,NYCFC,26-130,1998,7.5,11,1.46,11,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
452,436,Allen Obando,ec ECU,FW,Inter Miami,18-314,2006,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
453,437,Jáder Obrian,co COL,"MF,FW",Austin,29-340,1995,3.4,8,2.37,7,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
454,438,Édier Ocampo,co COL,DF,Vancouver W'caps,21-202,2003,5.6,12,2.16,8,0,1,1,2,0,1,0.18,1,0,0,0,0,0,Matches
455,439,Agustin Ojeda,ar ARG,"FW,MF",NYCFC,20-308,2004,3.9,10,2.58,6,0,1,2,0,1,0,0.00,0,0,0,0,0,0,Matches
456,440,Braian Ojeda,py PAR,MF,Real Salt Lake,24-300,2000,8.0,21,2.61,17,0,1,1,2,0,0,0.00,0,0,0,0,0,0,Matches
457,441,Martín Ojeda,ar ARG,"MF,FW",Orlando City,26-147,1998,8.1,49,6.02,34,9,2,3,0,1,5,0.61,3,1,1,0,0,0,Matches
458,442,Tani Oluwaseyi,ca CAN,FW,Minnesota Utd,24-343,2000,7.1,19,2.66,14,0,0,2,2,1,2,0.28,2,0,0,0,0,0,Matches
459,443,Wyatt Omsberg,us USA,DF,NE Revolution,29-214,1995,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
460,444,Kwadwo Opoku,gh GHA,"FW,MF",CF Montréal,23-284,2001,1.5,1,0.68,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
461,445,Nathan Ordaz,sv SLV,FW,LAFC,21-101,2004,5.0,12,2.39,10,0,0,1,1,0,2,0.40,1,0,0,1,0,0,Matches
462,446,Sergio Oregel,us USA,MF,Chicago Fire,19-342,2005,8.3,16,1.94,16,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches
463,447,Luca Orellano,ar ARG,"FW,MF",FC Cincinnati,25-032,2000,6.1,22,3.62,14,2,2,3,1,0,1,0.16,1,0,0,0,0,0,Matches
464,448,Prince Osei Owusu,de GER,FW,CF Montréal,28-106,1997,8.8,15,1.71,11,0,2,1,0,1,2,0.23,1,0,1,0,0,0,Matches
465,449,Harold Osorio,sv SLV,MF,Chicago Fire,21-246,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
466,450,Jonathan Osorio,ca CAN,MF,Toronto FC,32-315,1992,8.0,13,1.63,11,0,0,1,1,0,1,0.13,1,0,0,0,0,0,Matches
467,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
468,451,Tomáš Ostrák,cz CZE,"MF,DF",St. Louis,25-077,2000,1.3,9,6.98,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
469,452,Javier Otero,ve VEN,GK,Orlando City,22-156,2002,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
470,453,Devin Padelford,us USA,DF,Minnesota Utd,22-110,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
471,454,Maarten Paes,id IDN,GK,FC Dallas,26-344,1998,8.0,1,0.12,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
472,455,Joseph Paintsil,gh GHA,FW,LA Galaxy,27-081,1998,3.0,7,2.36,4,1,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
473,456,Nelson Palacio,co COL,MF,Real Salt Lake,23-311,2001,2.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
474,457,Jeison Palacios,co COL,DF,Nashville SC,31-034,1994,2.0,1,0.49,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
475,458,Sergi Palencia,es ESP,"DF,MF",LAFC,29-031,1996,7.3,12,1.65,12,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
476,459,James Pantemis,ca CAN,GK,Portland Timbers,28-061,1997,8.0,1,0.12,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
477,460,Cristhian Paredes,py PAR,MF,Portland Timbers,26-340,1998,0.9,3,3.14,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
478,461,Isaiah Parente,us USA,MF,LA Galaxy,25-038,2000,5.3,10,1.89,8,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
479,462,Tim Parker,us USA,DF,NY Red Bulls,32-059,1993,2.5,3,1.19,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
480,463,Keaton Parks,us USA,MF,NYCFC,27-260,1997,7.8,27,3.46,20,0,3,2,1,1,1,0.13,0,0,0,1,0,0,Matches
